id 	 q 	 e 	 i 	 peri 	 node 	 TD 	 ep 
774	0.0082	1.000	144.47	78.13	359.96	20220923.80459	20120815.000
775	0.0067	1.000	144.99	80.85	351.38	20300523.73545	20120815.000
776	0.0063	1.000	145.74	99.31	9.88	20250608.67872	20120815.000
777	0.0051	1.000	144.72	77.97	2.97	20290927.69495	20120815.000
778	0.0047	1.000	140.17	81.56	344.82	20230330.79846	20120815.000
779	0.0055	1.000	144.89	81.31	8.31	20271020.41382	20120815.000
780	0.0048	1.000	146.22	67.33	359.17	20310908.24058	20120815.000
781	0.0078	1.000	145.14	86.62	8.01	20280410.09436	20120815.000
782	0.0052	1.000	145.76	88.44	324.89	20260209.46834	20120815.000
783	0.0055	1.000	142.21	62.66	7.91	20260116.63462	20120815.000
784	0.0048	1.000	143.33	49.15	9.78	20220507.42418	20120815.000
785	0.0052	1.000	133.17	87.51	344.77	20220924.92397	20120815.000
786	0.0057	1.000	145.39	91.88	2.82	20260507.10909	20120815.000
787	0.0057	1.000	149.68	66.54	4.37	20310710.59645	20120815.000
788	0.0056	1.000	145.18	85.95	317.46	20250820.65345	20120815.000
789	0.0052	1.000	142.92	89.20	0.02	20260318.53737	20120815.000
790	0.0050	1.000	147.24	97.38	7.56	20260221.91911	20120815.000
791	0.0050	1.000	142.40	84.51	3.35	20291128.59112	20120815.000
792	0.0041	1.000	145.09	98.94	9.85	20250729.02719	20120815.000
793	0.0047	1.000	143.37	81.07	5.97	20290830.20453	20120815.000
794	0.0050	1.000	145.17	73.22	9.00	20230316.76347	20120815.000
795	0.0052	1.000	145.77	80.35	7.22	20281231.14054	20120815.000
796	0.0052	1.000	143.55	72.37	0.77	20260524.64852	20120815.000
797	0.0046	1.000	136.75	68.88	307.59	20270417.69106	20120815.000
798	0.0053	1.000	146.74	79.35	21.63	20231104.75653	20120815.000
799	0.0050	1.000	147.28	96.31	0.40	20280504.51843	20120815.000
800	0.0051	1.000	139.48	84.94	311.59	20231220.85970	20120815.000
801	0.0054	1.000	145.99	83.28	348.03	20221022.81794	20120815.000
802	0.0073	1.000	145.42	72.03	342.06	20280806.09557	20120815.000
803	0.0047	1.000	144.45	78.71	28.22	20290104.64454	20120815.000
804	0.0073	1.000	144.45	80.71	9.85	20290822.28961	20120815.000
805	0.0053	1.000	142.42	81.90	349.34	20250513.02272	20120815.000
806	0.0073	1.000	145.29	73.70	10.27	20281114.04858	20120815.000
807	0.0050	1.000	147.05	89.52	16.90	20290611.82815	20120815.000
808	0.0052	1.000	145.05	85.77	352.68	20251004.19699	20120815.000
809	0.0045	1.000	143.25	75.23	0.24	20250819.34294	20120815.000
810	0.0050	1.000	142.49	85.01	8.63	20220706.15723	20120815.000
811	0.0052	1.000	145.39	99.56	356.05	20250415.20517	20120815.000
812	0.0052	1.000	139.82	75.51	358.72	20301130.57747	20120815.000
813	0.0054	1.000	142.17	89.91	314.97	20300113.85344	20120815.000
814	0.0046	1.000	144.62	86.43	311.49	20281031.82844	20120815.000
815	0.0073	1.000	145.87	98.80	8.63	20261113.81900	20120815.000
816	0.0056	1.000	144.22	89.65	0.52	20250922.94889	20120815.000
817	0.0083	1.000	145.56	91.05	1.61	20241006.98240	20120815.000
818	0.0055	1.000	145.27	86.34	10.40	20261204.29792	20120815.000
819	0.0053	1.000	143.96	56.36	22.40	20230801.69395	20120815.000
820	0.0052	1.000	143.50	83.79	342.84	20310104.73117	20120815.000
821	0.0052	1.000	148.37	63.29	7.42	20291101.87762	20120815.000
822	0.0047	1.000	144.94	85.28	4.26	20280628.80537	20120815.000
823	0.0055	1.000	149.71	80.27	358.58	20220310.81770	20120815.000
824	0.0050	1.000	144.79	85.40	7.95	20300418.44817	20120815.000
825	0.0052	1.000	145.97	80.77	4.28	20270325.80497	20120815.000
826	0.0049	1.000	145.40	87.45	317.16	20291126.79323	20120815.000
827	0.0065	1.000	132.50	75.43	5.30	20250305.50661	20120815.000
828	0.0043	1.000	144.13	88.30	1.40	20280526.64771	20120815.000
829	0.0057	1.000	145.59	82.16	347.83	20300719.89817	20120815.000
830	0.0090	1.000	140.81	79.70	19.88	20290816.45626	20120815.000
831	0.0060	1.000	135.84	88.11	8.24	20250626.56490	20120815.000
832	0.0047	1.000	139.67	67.24	2.36	20290915.91885	20120815.000
833	0.0066	1.000	145.96	80.47	29.49	20270119.29328	20120815.000
834	0.0068	1.000	139.97	82.92	339.73	20221223.42694	20120815.000
835	0.0048	1.000	132.58	83.54	8.87	20270604.55436	20120815.000
836	0.0052	1.000	145.66	86.74	327.30	20301218.68366	20120815.000
837	0.0090	1.000	145.53	89.89	312.98	20260208.12646	20120815.000
838	0.0047	1.000	144.25	42.72	350.31	20270623.28440	20120815.000
839	0.0046	1.000	145.64	78.07	10.04	20271015.76924	20120815.000
840	0.0047	1.000	146.75	77.59	330.17	20280122.71491	20120815.000
841	0.0054	1.000	146.70	86.22	6.72	20311112.04050	20120815.000
842	0.0055	1.000	140.36	85.25	341.95	20280815.15189	20120815.000
843	0.0051	1.000	144.08	89.48	12.26	20310514.51574	20120815.000
844	0.0041	1.000	142.59	86.51	343.05	20271012.53396	20120815.000
845	0.0055	1.000	143.93	81.31	345.69	20270306.47895	20120815.000
846	0.0071	1.000	145.82	77.33	350.58	20281031.47971	20120815.000
847	0.0045	1.000	145.22	86.99	6.12	20260208.94845	20120815.000
848	0.0051	1.000	144.12	89.63	350.29	20291108.84000	20120815.000
849	0.0045	1.000	144.52	80.27	0.63	20311020.27731	20120815.000
850	0.0051	1.000	144.47	86.02	38.55	20240919.75459	20120815.000
851	0.0052	1.000	142.53	90.38	0.54	20230615.13435	20120815.000
852	0.0086	1.000	144.60	66.95	11.20	20311023.31748	20120815.000
853	0.0041	1.000	142.11	87.16	357.81	20300929.02536	20120815.000
854	0.0060	1.000	142.05	85.90	5.31	20300207.49041	20120815.000
855	0.0072	1.000	143.16	82.27	5.75	20310620.13779	20120815.000
856	0.0052	1.000	138.48	71.18	1.35	20260603.13236	20120815.000
857	0.0061	1.000	144.51	86.64	8.38	20300111.14223	20120815.000
858	0.0051	1.000	142.64	80.62	6.59	20311021.32622	20120815.000
859	0.0052	1.000	147.98	88.56	357.22	20230602.62949	20120815.000
860	0.0049	1.000	145.51	61.24	3.19	20251116.51638	20120815.000
861	0.0051	1.000	142.80	86.68	4.80	20220526.10713	20120815.000
862	0.0054	1.000	145.55	77.31	0.23	20301231.12023	20120815.000
863	0.0050	1.000	144.81	74.34	2.37	20221229.77322	20120815.000
864	0.0082	1.000	135.02	84.72	9.56	20260730.82597	20120815.000
865	0.0055	1.000	145.46	78.60	1.89	20260816.72979	20120815.000
866	0.0065	1.000	143.48	89.06	21.84	20270129.79725	20120815.000
867	0.0053	1.000	144.04	89.86	1.37	20230126.08374	20120815.000
868	0.0092	1.000	138.36	58.19	351.53	20270721.65733	20120815.000
869	0.0054	1.000	144.24	72.88	358.03	20311118.14913	20120815.000
870	0.0083	1.000	145.46	83.38	18.48	20301120.19759	20120815.000
871	0.0049	1.000	144.71	97.89	311.74	20260710.04942	20120815.000
872	0.0052	1.000	144.69	63.61	356.37	20231007.47845	20120815.000
873	0.0055	1.000	145.21	82.04	335.46	20250304.46353	20120815.000
874	0.0052	1.000	147.12	55.60	7.30	20260424.82800	20120815.000
875	0.0050	1.000	137.30	87.69	2.06	20310419.48492	20120815.000
876	0.0053	1.000	147.95	80.03	356.06	20230410.06622	20120815.000
877	0.0062	1.000	133.99	88.38	8.34	20310523.83293	20120815.000
878	0.0074	1.000	144.24	72.65	7.74	20300407.12285	20120815.000
879	0.0059	1.000	144.99	84.53	4.66	20240425.81103	20120815.000
880	0.0057	1.000	144.50	73.64	7.34	20251223.48935	20120815.000
881	0.0058	1.000	145.34	77.41	29.87	20240605.74318	20120815.000
882	0.0055	1.000	145.10	86.05	340.85	20301206.95803	20120815.000
883	0.0058	1.000	144.16	70.25	19.52	20290106.92826	20120815.000
884	0.0050	1.000	143.78	86.06	356.68	20280426.67510	20120815.000
885	0.0048	1.000	145.18	85.50	339.89	20250906.58508	20120815.000
886	0.0052	1.000	144.42	77.11	8.58	20290424.18883	20120815.000
887	0.0052	1.000	143.16	91.07	10.97	20230829.55924	20120815.000
888	0.0055	1.000	139.22	89.83	356.63	20251019.11856	20120815.000
889	0.0055	1.000	142.39	87.33	327.43	20250908.10921	20120815.000
890	0.0053	1.000	145.82	82.43	0.57	20221213.60786	20120815.000
891	0.0049	1.000	145.57	89.72	5.33	20231123.32891	20120815.000
892	0.0057	1.000	143.28	83.29	331.57	20270306.71021	20120815.000
893	0.0051	1.000	143.58	80.81	8.57	20220711.76082	20120815.000
894	0.0061	1.000	144.88	84.69	16.67	20290122.98573	20120815.000
895	0.0049	1.000	138.31	52.18	6.86	20251001.44581	20120815.000
896	0.0048	1.000	145.46	93.10	14.73	20250222.55344	20120815.000
897	0.0050	1.000	145.73	88.94	331.53	20300204.35190	20120815.000
898	0.0057	1.000	144.23	81.21	1.05	20240904.29444	20120815.000
899	0.0053	1.000	142.30	83.69	3.45	20280919.35464	20120815.000
900	0.0051	1.000	139.85	84.87	1.88	20280225.64302	20120815.000
901	0.0054	1.000	145.96	73.28	353.14	20220408.96971	20120815.000
902	0.0051	1.000	144.39	88.46	341.34	20280508.94660	20120815.000
903	0.0053	1.000	142.45	85.74	353.93	20230222.18138	20120815.000
904	0.0047	1.000	145.39	87.79	0.21	20230427.66588	20120815.000
905	0.0073	1.000	144.82	87.74	355.93	20290131.56669	20120815.000
906	0.0080	1.000	144.24	53.09	11.88	20230802.26801	20120815.000
907	0.0054	1.000	140.57	88.54	350.19	20290214.16442	20120815.000
908	0.0048	1.000	144.37	83.85	351.44	20270307.04280	20120815.000
909	0.0065	1.000	144.77	54.61	0.34	20250606.69799	20120815.000
910	0.0051	1.000	132.38	71.31	10.64	20310526.16191	20120815.000
911	0.0085	1.000	144.50	92.38	356.68	20230423.10589	20120815.000
912	0.0047	1.000	142.78	91.44	10.32	20270622.64569	20120815.000
913	0.0050	1.000	142.06	34.24	5.88	20250417.12306	20120815.000
914	0.0052	1.000	142.11	89.34	9.57	20250304.20204	20120815.000
915	0.0053	1.000	143.81	63.88	13.87	20251127.42925	20120815.000
916	0.0052	1.000	142.51	84.99	2.56	20280407.42848	20120815.000
917	0.0054	1.000	144.32	82.68	357.53	20271221.72994	20120815.000
918	0.0059	1.000	144.44	83.54	358.76	20260801.49307	20120815.000
919	0.0051	1.000	140.10	87.84	335.01	20280330.25546	20120815.000
920	0.0075	1.000	143.40	70.23	329.27	20310904.69541	20120815.000
921	0.0082	1.000	144.91	86.20	13.12	20301126.37009	20120815.000
922	0.0048	1.000	143.30	71.86	27.60	20280315.07096	20120815.000
923	0.0048	1.000	144.91	45.12	354.12	20240913.51867	20120815.000
924	0.0077	1.000	145.36	70.05	6.80	20220221.38032	20120815.000
925	0.0054	1.000	141.40	71.56	27.49	20241020.35981	20120815.000
926	0.0058	1.000	143.27	89.50	324.95	20261124.74324	20120815.000
927	0.0076	1.000	144.57	78.51	29.21	20250220.61193	20120815.000
928	0.0050	1.000	142.76	89.27	7.17	20240601.92303	20120815.000
929	0.0058	1.000	144.92	76.55	331.85	20250319.14834	20120815.000
930	0.0056	1.000	144.85	92.19	355.27	20270412.43027	20120815.000
931	0.0053	1.000	144.88	88.40	356.66	20301214.15862	20120815.000
932	0.0078	1.000	146.13	72.37	353.42	20300429.53743	20120815.000
933	0.0051	1.000	143.61	86.62	0.31	20230511.51497	20120815.000
934	0.0045	1.000	146.99	88.44	354.26	20260420.70149	20120815.000
935	0.0065	1.000	145.75	85.55	18.21	20301215.33898	20120815.000
936	0.0046	1.000	140.17	75.03	7.77	20240731.47443	20120815.000
937	0.0073	1.000	143.37	81.58	340.77	20230505.31502	20120815.000
938	0.0053	1.000	145.86	87.22	344.77	20270522.47282	20120815.000
939	0.0079	1.000	140.27	78.22	11.90	20310319.30424	20120815.000
940	0.0055	1.000	145.29	85.20	346.08	20290215.17639	20120815.000
941	0.0070	1.000	147.22	89.59	6.69	20300817.18096	20120815.000
942	0.0083	1.000	144.08	84.18	349.49	20240327.26105	20120815.000
943	0.0046	1.000	141.38	62.77	356.11	20240717.69235	20120815.000
944	0.0068	1.000	142.41	68.16	357.66	20220905.30448	20120815.000
945	0.0047	1.000	145.99	84.80	29.48	20230711.01720	20120815.000
946	0.0074	1.000	142.38	78.08	337.65	20231009.47167	20120815.000
947	0.0071	1.000	142.74	83.77	4.37	20220907.42500	20120815.000
948	0.0060	1.000	145.42	84.23	3.00	20261023.33772	20120815.000
949	0.0045	1.000	147.63	86.04	355.43	20281207.43014	20120815.000
950	0.0055	1.000	145.67	77.81	350.38	20220718.52622	20120815.000
951	0.0050	1.000	138.27	86.90	347.78	20230616.93999	20120815.000
952	0.0046	1.000	137.54	88.84	5.24	20270703.29751	20120815.000
953	0.0047	1.000	145.68	89.22	3.63	20310320.86634	20120815.000
954	0.0054	1.000	143.52	71.82	6.24	20280326.03475	20120815.000
955	0.0059	1.000	144.24	83.79	355.82	20310715.86860	20120815.000
956	0.0051	1.000	145.74	98.72	4.49	20270808.44250	20120815.000
957	0.0047	1.000	143.98	87.40	5.19	20271216.40615	20120815.000
958	0.0052	1.000	139.31	87.79	350.96	20250125.86361	20120815.000
959	0.0071	1.000	144.63	86.61	322.41	20281116.54324	20120815.000
960	0.0054	1.000	144.50	83.49	3.24	20280316.71160	20120815.000
961	0.0048	1.000	147.64	84.70	354.50	20240425.47628	20120815.000
962	0.0050	1.000	143.65	85.00	2.98	20291118.99007	20120815.000
963	0.0045	1.000	143.78	83.58	6.71	20270205.95509	20120815.000
964	0.0070	1.000	141.87	77.68	6.52	20280118.51931	20120815.000
965	0.0056	1.000	144.02	70.60	357.30	20221209.30924	20120815.000
966	0.0051	1.000	144.09	92.06	358.09	20300514.22360	20120815.000
967	0.0051	1.000	144.65	68.10	2.31	20310425.02968	20120815.000
968	0.0055	1.000	142.88	51.13	4.68	20280418.63856	20120815.000
969	0.0081	1.000	144.61	97.73	3.19	20250330.02684	20120815.000
970	0.0048	1.000	145.88	81.84	350.53	20240312.69080	20120815.000
971	0.0052	1.000	145.86	70.14	9.52	20230416.45295	20120815.000
972	0.0075	1.000	144.82	46.88	8.90	20241024.04316	20120815.000
973	0.0059	1.000	146.25	80.76	11.94	20311214.25922	20120815.000
974	0.0071	1.000	138.07	87.33	334.71	20220219.75477	20120815.000
975	0.0053	1.000	144.51	81.12	355.55	20310822.93462	20120815.000
976	0.0054	1.000	147.08	89.75	8.18	20310112.34189	20120815.000
977	0.0051	1.000	145.55	87.83	338.49	20220509.60529	20120815.000
978	0.0057	1.000	142.55	89.74	18.58	20290325.07922	20120815.000
979	0.0052	1.000	138.40	72.83	2.50	20301012.60531	20120815.000
980	0.0054	1.000	147.47	90.15	351.75	20271225.97274	20120815.000
981	0.0052	1.000	143.12	66.78	4.64	20280217.88641	20120815.000
982	0.0048	1.000	143.38	61.76	19.31	20300408.76098	20120815.000
983	0.0050	1.000	138.13	88.92	352.93	20261106.89917	20120815.000
984	0.0047	1.000	145.29	88.57	355.34	20250425.45833	20120815.000
985	0.0058	1.000	143.48	88.56	10.60	20250308.55904	20120815.000
986	0.0046	1.000	144.73	89.53	358.94	20311129.97617	20120815.000
987	0.0047	1.000	147.75	87.83	14.36	20230428.90586	20120815.000
988	0.0054	1.000	144.45	63.44	4.26	20300804.85942	20120815.000
989	0.0050	1.000	143.31	65.10	353.77	20260413.61457	20120815.000
990	0.0055	1.000	145.34	88.58	348.94	20270816.90388	20120815.000
991	0.0066	1.000	142.85	79.55	13.60	20270604.99019	20120815.000
992	0.0099	1.000	144.54	89.42	9.61	20270421.62587	20120815.000
993	0.0053	1.000	142.29	81.38	9.74	20250523.96431	20120815.000
994	0.0049	1.000	141.26	77.89	8.90	20300516.76755	20120815.000
995	0.0097	1.000	138.15	73.93	8.39	20290526.37160	20120815.000
996	0.0051	1.000	132.94	83.44	15.83	20230330.89270	20120815.000
997	0.0049	1.000	145.94	84.22	352.53	20270105.85417	20120815.000
998	0.0079	1.000	142.23	89.51	6.78	20240305.23620	20120815.000
999	0.0055	1.000	137.79	73.78	9.11	20230926.05003	20120815.000
1000	0.0045	1.000	146.37	81.76	353.49	20250822.62983	20120815.000
1001	0.0045	1.000	143.18	77.15	19.75	20271203.57800	20120815.000
1002	0.0052	1.000	142.53	85.21	354.51	20300616.44387	20120815.000
1003	0.0069	1.000	145.74	86.30	339.94	20251206.62257	20120815.000
1004	0.0053	1.000	144.39	73.07	0.57	20220613.44027	20120815.000
1005	0.0074	1.000	142.70	81.47	340.80	20250817.71950	20120815.000
1006	0.0066	1.000	145.96	89.09	6.86	20300614.66161	20120815.000
1007	0.0051	1.000	145.29	67.15	2.51	20311218.89223	20120815.000
1008	0.0073	1.000	143.68	88.82	338.01	20270716.14291	20120815.000
1009	0.0051	1.000	144.32	73.63	2.00	20241118.79262	20120815.000
1010	0.0052	1.000	144.66	72.50	359.14	20251018.31015	20120815.000
1011	0.0046	1.000	145.19	82.42	332.05	20240221.15711	20120815.000
1012	0.0053	1.000	146.07	85.34	332.64	20220802.03809	20120815.000
1013	0.0049	1.000	145.24	83.65	2.98	20270517.91863	20120815.000
1014	0.0077	1.000	143.97	82.77	357.78	20261024.75462	20120815.000
1015	0.0055	1.000	142.12	109.47	7.69	20260311.43308	20120815.000
1016	0.0064	1.000	145.63	89.19	26.89	20280908.56968	20120815.000
1017	0.0045	1.000	144.77	87.16	14.12	20271223.15752	20120815.000
1018	0.0054	1.000	144.63	87.53	20.01	20310131.12354	20120815.000
1019	0.0048	1.000	141.18	81.28	2.52	20281031.30568	20120815.000
1020	0.0054	1.000	144.97	82.87	351.54	20240404.88572	20120815.000
1021	0.0045	1.000	146.95	75.37	8.07	20250520.64153	20120815.000
1022	0.0052	1.000	142.20	84.66	14.35	20230811.04141	20120815.000
1023	0.0072	1.000	144.06	85.33	14.08	20220108.38903	20120815.000
1024	0.0051	1.000	140.92	76.95	5.15	20220624.89640	20120815.000
1025	0.0048	1.000	145.17	72.97	1.05	20231025.46420	20120815.000
1026	0.0056	1.000	137.45	81.31	15.05	20270712.93420	20120815.000
1027	0.0051	1.000	144.38	92.87	319.99	20310524.95601	20120815.000
1028	0.0056	1.000	144.46	75.53	353.68	20260411.20557	20120815.000
1029	0.0051	1.000	136.29	82.16	7.27	20220802.08859	20120815.000
1030	0.0073	1.000	145.91	83.10	1.00	20291125.83624	20120815.000
1031	0.0054	1.000	145.76	73.37	13.56	20281108.47458	20120815.000
1032	0.0047	1.000	144.69	85.60	321.09	20221029.78847	20120815.000
1033	0.0054	1.000	143.75	81.88	13.74	20300706.21742	20120815.000
1034	0.0054	1.000	143.44	93.26	334.80	20271206.00108	20120815.000
1035	0.0047	1.000	145.66	89.91	17.89	20230720.26777	20120815.000
1036	0.0053	1.000	145.02	89.89	318.74	20240516.83102	20120815.000
1037	0.0079	1.000	145.11	60.58	12.35	20240407.23937	20120815.000
1038	0.0051	1.000	140.05	75.92	333.76	20250228.55147	20120815.000
1039	0.0070	1.000	144.02	80.35	359.55	20220430.60624	20120815.000
1040	0.0054	1.000	139.31	95.80	8.86	20300720.97365	20120815.000
1041	0.0056	1.000	140.47	70.62	321.57	20230109.02998	20120815.000
1042	0.0054	1.000	140.51	95.02	19.92	20260309.32854	20120815.000
1043	0.0065	1.000	145.13	87.94	2.72	20230807.73637	20120815.000
1044	0.0059	1.000	145.32	74.82	357.12	20270704.59786	20120815.000
1045	0.0059	1.000	138.26	84.24	15.33	20230719.05941	20120815.000
1046	0.0052	1.000	142.17	50.08	17.85	20290109.04990	20120815.000
1047	0.0052	1.000	132.89	88.18	342.90	20250924.45476	20120815.000
1048	0.0053	1.000	145.24	64.42	8.15	20250403.19773	20120815.000
1049	0.0051	1.000	142.66	78.95	350.64	20290519.58439	20120815.000
1050	0.0054	1.000	147.17	80.41	332.69	20220916.62229	20120815.000
1051	0.0059	1.000	146.35	62.68	7.59	20290410.12172	20120815.000
1052	0.0057	1.000	145.83	84.95	17.61	20310617.02590	20120815.000
1053	0.0045	1.000	143.43	72.57	356.13	20271220.58156	20120815.000
1054	0.0047	1.000	142.17	104.74	356.49	20290201.08681	20120815.000
1055	0.0052	1.000	144.50	78.78	25.75	20290422.78964	20120815.000
1056	0.0050	1.000	142.18	72.99	6.67	20230424.24071	20120815.000
1057	0.0055	1.000	144.42	99.81	19.02	20290921.80162	20120815.000
1058	0.0050	1.000	137.29	81.83	2.05	20220909.29358	20120815.000
1059	0.0054	1.000	142.49	86.20	342.41	20310716.93071	20120815.000
1060	0.0052	1.000	143.47	79.25	2.89	20300515.89376	20120815.000
1061	0.0043	1.000	143.92	89.30	0.30	20310923.17841	20120815.000
1062	0.0052	1.000	142.18	80.50	2.71	20250724.69700	20120815.000
1063	0.0055	1.000	145.52	41.76	352.08	20290327.92773	20120815.000
1064	0.0054	1.000	145.91	86.60	1.19	20271015.63657	20120815.000
1065	0.0051	1.000	145.17	57.67	4.05	20250327.24403	20120815.000
1066	0.0055	1.000	132.26	60.99	25.63	20281124.54929	20120815.000
1067	0.0056	1.000	140.76	64.09	0.01	20311101.82963	20120815.000
1068	0.0055	1.000	144.63	65.65	14.00	20281121.12810	20120815.000
1069	0.0048	1.000	146.05	88.47	352.93	20240717.86126	20120815.000
1070	0.0051	1.000	143.59	62.05	19.84	20240713.51640	20120815.000
1071	0.0051	1.000	130.58	94.58	13.31	20231021.73098	20120815.000
1072	0.0049	1.000	139.25	90.49	2.48	20271119.84775	20120815.000
1073	0.0051	1.000	144.43	86.40	4.09	20240801.55753	20120815.000
1074	0.0047	1.000	145.75	75.63	358.83	20240601.09257	20120815.000
1075	0.0044	1.000	143.29	66.66	0.85	20301229.06700	20120815.000
1076	0.0066	1.000	143.36	53.33	13.62	20310707.45123	20120815.000
1077	0.0046	1.000	147.56	89.04	338.80	20250306.60282	20120815.000
1078	0.0079	1.000	145.30	96.13	28.32	20280802.99203	20120815.000
1079	0.0057	1.000	143.11	83.37	358.24	20221021.99743	20120815.000
1080	0.0051	1.000	144.06	70.53	0.09	20231017.70589	20120815.000
1081	0.0059	1.000	145.43	70.04	19.03	20310327.42676	20120815.000
1082	0.0046	1.000	145.20	82.13	0.32	20230531.52315	20120815.000
1083	0.0050	1.000	147.95	86.16	0.17	20311109.20565	20120815.000
1084	0.0082	1.000	145.65	83.91	12.69	20310117.45529	20120815.000
1085	0.0079	1.000	144.81	83.31	0.70	20240830.98144	20120815.000
1086	0.0060	1.000	138.99	81.84	5.87	20240902.72507	20120815.000
1087	0.0064	1.000	145.45	85.27	9.12	20270722.75387	20120815.000
1088	0.0050	1.000	147.14	85.02	3.47	20271023.44538	20120815.000
1089	0.0062	1.000	144.66	59.01	319.48	20260204.07549	20120815.000
1090	0.0051	1.000	143.51	67.92	335.90	20300113.67022	20120815.000
1091	0.0077	1.000	135.97	80.50	7.74	20290118.69869	20120815.000
1092	0.0054	1.000	137.16	88.87	4.02	20241230.70042	20120815.000
1093	0.0051	1.000	145.76	70.52	19.83	20311216.38670	20120815.000
1094	0.0079	1.000	144.59	85.49	5.73	20240130.31188	20120815.000
1095	0.0052	1.000	142.77	59.72	9.80	20230110.88902	20120815.000
1096	0.0040	1.000	144.67	80.24	356.82	20231205.62293	20120815.000
1097	0.0059	1.000	142.62	89.82	4.50	20260601.79493	20120815.000
1098	0.0053	1.000	145.72	96.99	347.55	20260415.81118	20120815.000
1099	0.0051	1.000	142.23	71.66	24.78	20280913.09381	20120815.000
1100	0.0052	1.000	142.99	75.87	341.49	20270409.56458	20120815.000
1101	0.0052	1.000	142.18	84.48	2.61	20220607.10898	20120815.000
1102	0.0057	1.000	144.83	77.90	2.73	20281006.99483	20120815.000
1103	0.0053	1.000	148.29	87.03	357.58	20300814.76174	20120815.000
1104	0.0060	1.000	144.83	88.96	356.45	20260325.13692	20120815.000
1105	0.0079	1.000	145.86	88.40	311.44	20230722.32241	20120815.000
1106	0.0052	1.000	144.82	86.04	352.30	20291018.02959	20120815.000
1107	0.0052	1.000	143.10	83.06	342.18	20271224.91670	20120815.000
1108	0.0050	1.000	135.75	78.51	3.87	20220621.40821	20120815.000
1109	0.0055	1.000	145.93	63.17	7.83	20271110.35825	20120815.000
1110	0.0049	1.000	143.24	68.04	340.19	20310510.71170	20120815.000
1111	0.0054	1.000	145.61	87.21	17.64	20291019.38013	20120815.000
1112	0.0068	1.000	145.14	61.64	330.84	20301124.93416	20120815.000
1113	0.0046	1.000	143.62	75.63	9.53	20290331.62398	20120815.000
1114	0.0079	1.000	144.22	89.03	6.59	20310523.34253	20120815.000
1115	0.0071	1.000	139.29	86.23	1.41	20290503.56632	20120815.000
1116	0.0053	1.000	144.45	94.55	17.34	20311117.15367	20120815.000
1117	0.0046	1.000	139.42	89.01	6.95	20241122.12170	20120815.000
1118	0.0050	1.000	144.05	83.02	1.25	20230724.73549	20120815.000
1119	0.0048	1.000	142.59	81.11	357.62	20290630.47478	20120815.000
1120	0.0056	1.000	145.19	42.52	355.64	20271122.81760	20120815.000
1121	0.0077	1.000	145.55	79.22	330.94	20220614.25628	20120815.000
1122	0.0050	1.000	144.11	82.68	355.07	20300707.18348	20120815.000
1123	0.0056	1.000	145.84	91.52	322.44	20261220.85168	20120815.000
1124	0.0079	1.000	139.66	85.72	1.96	20230311.62075	20120815.000
1125	0.0052	1.000	142.38	80.64	357.97	20271122.27370	20120815.000
1126	0.0045	1.000	145.60	81.28	357.26	20290208.02907	20120815.000
1127	0.0053	1.000	145.24	78.72	20.45	20250621.78150	20120815.000
1128	0.0051	1.000	143.47	79.01	317.88	20251211.04942	20120815.000
1129	0.0058	1.000	142.81	67.47	318.75	20260523.99501	20120815.000
1130	0.0059	1.000	146.27	86.20	359.08	20230818.86050	20120815.000
1131	0.0055	1.000	145.57	71.19	3.26	20230906.11314	20120815.000
1132	0.0075	1.000	145.60	48.03	3.19	20301224.40286	20120815.000
1133	0.0058	1.000	144.92	80.83	350.36	20301211.49697	20120815.000
1134	0.0069	1.000	145.60	82.33	32.09	20220903.19941	20120815.000
1135	0.0055	1.000	136.04	86.42	355.24	20280229.60789	20120815.000
1136	0.0051	1.000	142.23	80.74	16.32	20281126.17559	20120815.000
1137	0.0045	1.000	144.88	79.06	331.88	20280707.32012	20120815.000
1138	0.0075	1.000	145.53	94.31	359.45	20270111.72104	20120815.000
1139	0.0056	1.000	142.59	86.43	351.70	20240810.69977	20120815.000
1140	0.0055	1.000	143.87	75.09	341.14	20310102.21595	20120815.000
1141	0.0051	1.000	143.65	40.76	4.10	20230522.85921	20120815.000
1142	0.0051	1.000	139.43	74.00	355.55	20251127.52409	20120815.000
1143	0.0047	1.000	147.14	76.36	9.87	20260616.28140	20120815.000
1144	0.0047	1.000	145.51	106.53	357.64	20220316.68510	20120815.000
1145	0.0069	1.000	144.64	97.78	10.78	20240405.64154	20120815.000
1146	0.0053	1.000	144.12	83.55	19.97	20300918.94512	20120815.000
1147	0.0052	1.000	144.27	81.25	3.51	20300718.91841	20120815.000
1148	0.0069	1.000	144.22	78.66	16.86	20290627.50199	20120815.000
1149	0.0066	1.000	145.81	87.39	1.29	20221006.31594	20120815.000
1150	0.0057	1.000	143.66	75.35	1.46	20250127.93991	20120815.000
1151	0.0054	1.000	134.14	85.75	333.43	20261002.36645	20120815.000
1152	0.0057	1.000	145.89	81.28	1.18	20250828.75553	20120815.000
1153	0.0071	1.000	145.02	72.53	6.20	20290403.33322	20120815.000
1154	0.0049	1.000	142.32	78.44	322.88	20240520.15600	20120815.000
1155	0.0046	1.000	142.15	87.36	0.11	20270619.93006	20120815.000
1156	0.0075	1.000	146.39	89.78	7.03	20271023.62220	20120815.000
